8e+10	0.00332438
8.2e+10	0.00332438
8.4e+10	0.00332438
8.6e+10	0.00332438
8.8e+10	0.00332438
9e+10	0.00332438
9.2e+10	0.0052615
9.4e+10	0.00113161
9.6e+10	0.00107552
9.8e+10	0.00024769
1e+11	0.00239974
1.02e+11	6.36015e-05
1.04e+11	0.000331894
1.06e+11	0.00195788
1.08e+11	0.00450177
1.1e+11	0.0029609
1.12e+11	0.00186016
1.14e+11	0.00196623
1.16e+11	5.17523e-05
1.18e+11	0.00134224
1.2e+11	0.00145904
1.22e+11	0.00161565
1.24e+11	0.00206925
1.26e+11	0.00127444
1.28e+11	0.00105246
1.3e+11	0.00265499
1.32e+11	0.00293216
1.34e+11	0.00112156
1.36e+11	0.000273794
1.38e+11	0.000873147
1.4e+11	0.00118722
1.42e+11	0.000720432
1.44e+11	0.000586
1.46e+11	0.000231592
1.48e+11	0.000751519
1.5e+11	0.00168289
1.52e+11	0.000468819
1.54e+11	0.000703104
1.56e+11	0.00122053
1.58e+11	0.0011833
1.6e+11	0.0017371
1.62e+11	0.00185139
1.64e+11	0.00131258
1.66e+11	9.4889e-05
1.68e+11	0.00146429
1.7e+11	0.00417325
1.72e+11	0.00405362
1.74e+11	0.00446541
1.76e+11	0.00211826
1.78e+11	0.00110576
1.8e+11	0.000887451
1.82e+11	0.00142791
1.84e+11	0.00173164
1.86e+11	0.00198496
1.88e+11	0.00233149
1.9e+11	0.00349904
1.92e+11	0.00464448
1.94e+11	0.00481767
1.96e+11	0.00455244
1.98e+11	0.00422259
2e+11	0.00461881
2.02e+11	0.00573906
2.04e+11	0.00750213
2.06e+11	0.0091366
2.08e+11	0.0111578
2.1e+11	0.0157954
2.12e+11	0.0229243
2.14e+11	0.0345628
2.16e+11	0.0522141
2.18e+11	0.0793228
2.2e+11	0.120823
2.22e+11	0.185675
2.24e+11	0.276098
2.26e+11	0.38395
2.28e+11	0.49112
2.3e+11	0.574441
2.32e+11	0.634396
2.34e+11	0.671574
2.36e+11	0.683658
2.38e+11	0.69299
2.4e+11	0.710391
2.42e+11	0.70842
2.44e+11	0.701428
2.46e+11	0.679642
2.48e+11	0.637327
2.5e+11	0.560564
2.52e+11	0.463054
2.54e+11	0.360045
2.56e+11	0.265726
2.58e+11	0.186756
2.6e+11	0.126817
2.62e+11	0.0868933
2.64e+11	0.0605161
2.66e+11	0.0414862
2.68e+11	0.0298775
2.7e+11	0.0217603
2.72e+11	0.0162449
2.74e+11	0.0124916
2.76e+11	0.00905387
2.78e+11	0.00775801
2.8e+11	0.00612844
2.82e+11	0.00477769
2.84e+11	0.00391359
2.86e+11	0.00345767
2.88e+11	0.00328661
2.9e+11	0.00284176
2.92e+11	0.00214721
2.94e+11	0.00174499
2.96e+11	0.00175001
2.98e+11	0.000973413
3e+11	0.000665383
3.02e+11	0.000989764
3.04e+11	0.00125683
3.06e+11	0.0011679
3.08e+11	0.00102434
3.1e+11	0.000527816
3.12e+11	0.000573223
3.14e+11	0.000512955
3.16e+11	9.47329e-05
3.18e+11	0.000559789
3.2e+11	0.000779054
3.22e+11	0.00058521
3.24e+11	0.000425946
3.26e+11	0.000266413
3.28e+11	0.000489973
3.3e+11	0.000503246
3.32e+11	0.000633461
3.34e+11	0.000438997
3.36e+11	0.000317752
3.38e+11	0.000476093
3.4e+11	0.000476151
3.42e+11	0.000247015
3.44e+11	4.63189e-05
3.46e+11	0.000147242
3.48e+11	0.000276572
3.5e+11	0.000155415
3.52e+11	0.000455247
3.54e+11	9.87844e-05
3.56e+11	2.57882e-05
3.58e+11	6.84192e-05
3.6e+11	0.000346695
3.62e+11	0.000246846
3.64e+11	7.88282e-05
3.66e+11	1.36483e-05
3.68e+11	4.19106e-05
3.7e+11	0.000106541
3.72e+11	0.000133368
3.74e+11	0.000253351
3.76e+11	0.000302357
3.78e+11	6.43995e-05
3.8e+11	0.000253709
3.82e+11	0.000142673
3.84e+11	9.45762e-05
3.86e+11	3.55389e-05
3.88e+11	0.000125979
3.9e+11	0.000119265
3.92e+11	2.39351e-06
3.94e+11	1.86575e-06
3.96e+11	1.40219e-06
3.98e+11	1.05641e-06
4e+11	7.9888e-07
4.02e+11	6.2068e-07
4.04e+11	4.84188e-07
4.06e+11	3.78128e-07
4.08e+11	2.96761e-07
4.1e+11	2.3729e-07
4.12e+11	1.96455e-07
4.14e+11	1.62141e-07
4.16e+11	1.37487e-07
4.18e+11	1.20039e-07
4.2e+11	1.07117e-07
4.22e+11	9.11752e-08
4.24e+11	8.17131e-08
4.26e+11	7.62223e-08
4.28e+11	6.88557e-08
4.3e+11	6.18779e-08
4.32e+11	5.52341e-08
4.34e+11	4.72486e-08
4.36e+11	4.58484e-08
4.38e+11	4.31769e-08
4.4e+11	4.08348e-08
4.42e+11	3.68739e-08
4.44e+11	3.17122e-08
4.46e+11	2.70472e-08
4.48e+11	2.06185e-08
4.5e+11	1.57015e-08
4.52e+11	1.35382e-08
4.54e+11	9.81357e-09
4.56e+11	7.90419e-09
4.58e+11	5.70171e-09
4.6e+11	4.18455e-09
4.62e+11	3.21813e-09
4.64e+11	2.4125e-09
4.66e+11	1.71629e-09
4.68e+11	1.37701e-09
4.7e+11	9.33393e-10
4.72e+11	7.16706e-10
4.74e+11	6.92037e-10
4.76e+11	5.98347e-10
4.78e+11	5.1433e-10
4.8e+11	3.96787e-10
4.82e+11	3.08451e-10
4.84e+11	2.42937e-10
4.86e+11	2.16964e-10
4.88e+11	2.46991e-10
4.9e+11	2.73111e-10
4.92e+11	2.82684e-10
4.94e+11	2.43747e-10
4.96e+11	2.00543e-10
4.98e+11	1.85306e-10
5e+11	1.82352e-10
5.02e+11	1.61052e-10
5.04e+11	1.63745e-10
5.06e+11	1.66606e-10
5.08e+11	1.70168e-10
5.1e+11	1.7233e-10
5.12e+11	1.71873e-10
5.14e+11	1.42546e-10
5.16e+11	1.32052e-10
5.18e+11	1.48881e-10
5.2e+11	1.28218e-10
5.22e+11	1.13535e-10
5.24e+11	1.01867e-10
5.26e+11	1.01752e-10
5.28e+11	8.98489e-11
5.3e+11	8.21661e-11
5.32e+11	7.39582e-11
5.34e+11	6.67022e-11
5.36e+11	6.94262e-11
5.38e+11	6.1011e-11
5.4e+11	5.61227e-11
5.42e+11	4.85812e-11
5.44e+11	5.00848e-11
5.46e+11	5.15385e-11
5.48e+11	4.61575e-11
5.5e+11	4.7164e-11
5.52e+11	5.59092e-11
5.54e+11	8.68512e-11
5.56e+11	1.34513e-10
5.58e+11	1.25306e-10
5.6e+11	6.04587e-11
5.62e+11	3.02192e-11
5.64e+11	1.82531e-11
5.66e+11	1.19995e-11
5.68e+11	9.59097e-12
5.7e+11	5.98611e-12
5.72e+11	3.63539e-12
5.74e+11	2.60576e-12
5.76e+11	2.08241e-12
5.78e+11	1.72006e-12
5.8e+11	1.57692e-12
5.82e+11	1.37741e-12
5.84e+11	1.24293e-12
5.86e+11	1.0307e-12
5.88e+11	7.85951e-13
5.9e+11	6.98055e-13
5.92e+11	7.03289e-13
5.94e+11	6.78347e-13
5.96e+11	7.20579e-13
5.98e+11	7.08875e-13
6e+11	6.74427e-13
6.02e+11	5.92122e-13
6.04e+11	4.91141e-13
6.06e+11	4.61737e-13
6.08e+11	4.85408e-13
6.1e+11	4.91691e-13
6.12e+11	4.65037e-13
6.14e+11	4.52604e-13
6.16e+11	4.24505e-13
6.18e+11	4.00859e-13
6.2e+11	4.07502e-13
6.22e+11	3.75182e-13
6.24e+11	3.76061e-13
6.26e+11	3.32615e-13
6.28e+11	3.12557e-13
6.3e+11	3.32631e-13
6.32e+11	3.39143e-13
6.34e+11	3.27319e-13
6.36e+11	4.21662e-13
6.38e+11	3.67726e-13
6.4e+11	3.72689e-13
6.42e+11	4.22279e-13
6.44e+11	4.05597e-13
6.46e+11	4.40626e-13
6.48e+11	4.23589e-13
6.5e+11	3.98471e-13
6.52e+11	3.18412e-13
6.54e+11	2.73159e-13
6.56e+11	2.87844e-13
6.58e+11	3.36935e-13
6.6e+11	3.40371e-13
6.62e+11	3.71323e-13
6.64e+11	3.47144e-13
6.66e+11	3.5971e-13
6.68e+11	4.52363e-13
6.7e+11	4.04062e-13
6.72e+11	3.66026e-13
6.74e+11	3.26114e-13
6.76e+11	3.24902e-13
6.78e+11	3.38689e-13
6.8e+11	3.44803e-13
6.82e+11	3.61281e-13
6.84e+11	3.57933e-13
6.86e+11	3.28883e-13
6.88e+11	2.51183e-13
6.9e+11	2.01287e-13
6.92e+11	2.01515e-13
6.94e+11	2.03302e-13
6.96e+11	2.56264e-13
6.98e+11	2.75142e-13
7e+11	2.02398e-13
7.02e+11	2.01297e-13
7.04e+11	1.85731e-13
7.06e+11	1.75432e-13
7.08e+11	2.00861e-13
7.1e+11	1.89747e-13
7.12e+11	1.87109e-13
7.14e+11	1.67736e-13
7.16e+11	2.16201e-13
7.18e+11	2.29887e-13
7.2e+11	2.57155e-13
7.22e+11	2.43406e-13
7.24e+11	2.38236e-13
7.26e+11	2.67895e-13
7.28e+11	2.56537e-13
7.3e+11	3.43851e-13
7.32e+11	4.32504e-13
7.34e+11	4.31953e-13
7.36e+11	4.132e-13
7.38e+11	4.59663e-13
7.4e+11	6.54915e-13
7.42e+11	8.20121e-13
7.44e+11	9.59765e-13
7.46e+11	1.14097e-12
7.48e+11	1.59782e-12
7.5e+11	2.51013e-12
7.52e+11	4.03784e-12
7.54e+11	4.12273e-12
7.56e+11	3.06423e-12
7.58e+11	3.193e-12
7.6e+11	3.43058e-12
7.62e+11	4.0509e-12
7.64e+11	5.56749e-12
7.66e+11	6.4123e-12
7.68e+11	6.95437e-12
7.7e+11	8.47315e-12
7.72e+11	9.46107e-12
7.74e+11	8.94531e-12
7.76e+11	7.05437e-12
7.78e+11	5.01921e-12
7.8e+11	3.89381e-12
7.82e+11	3.19943e-12
7.84e+11	2.26834e-12
7.86e+11	1.44615e-12
7.88e+11	1.18269e-12
7.9e+11	9.51291e-13
7.92e+11	7.57838e-13
7.94e+11	7.43142e-13
7.96e+11	7.49436e-13
7.98e+11	7.3216e-13
8e+11	6.96482e-13
8.02e+11	6.47961e-13
8.04e+11	5.45461e-13
8.06e+11	4.96477e-13
8.08e+11	4.12509e-13
8.1e+11	2.60038e-13
8.12e+11	2.26849e-13
8.14e+11	2.41844e-13
8.16e+11	1.70517e-13
8.18e+11	1.8595e-13
8.2e+11	2.01932e-13
8.22e+11	1.67615e-13
8.24e+11	1.13905e-13
8.26e+11	1.33956e-13
8.28e+11	6.59759e-14
8.3e+11	9.96326e-14
8.32e+11	1.3394e-13
8.34e+11	1.10777e-13
8.36e+11	8.5876e-14
8.38e+11	1.45745e-13
8.4e+11	1.45785e-13
8.42e+11	1.43588e-13
8.44e+11	1.70714e-13
8.46e+11	2.83029e-13
8.48e+11	3.05233e-13
8.5e+11	2.18742e-13
8.52e+11	2.99313e-13
8.54e+11	3.18841e-13
8.56e+11	1.99165e-13
8.58e+11	2.13298e-13
8.6e+11	1.97047e-13
8.62e+11	1.99309e-13
8.64e+11	1.90082e-13
8.66e+11	1.59887e-13
8.68e+11	1.86195e-13
8.7e+11	1.61859e-13
8.72e+11	1.66763e-13
8.74e+11	2.28417e-13
8.76e+11	2.56056e-13
8.78e+11	1.95854e-13
8.8e+11	3.6516e-13
8.82e+11	5.15797e-13
8.84e+11	7.83584e-13
8.86e+11	9.69642e-13
8.88e+11	1.47117e-12
8.9e+11	1.88107e-12
8.92e+11	2.01209e-12
8.94e+11	1.74257e-12
8.96e+11	1.98622e-12
8.98e+11	1.96079e-12
9e+11	1.4386e-12
9.02e+11	1.61298e-12
9.04e+11	1.3906e-12
9.06e+11	1.36079e-12
9.08e+11	1.2178e-12
9.1e+11	1.17954e-12
9.12e+11	9.56755e-13
9.14e+11	8.27518e-13
9.16e+11	6.59016e-13
9.18e+11	5.99683e-13
9.2e+11	5.92162e-13
9.22e+11	4.99129e-13
9.24e+11	4.87864e-13
9.26e+11	5.09502e-13
9.28e+11	4.12793e-13
9.3e+11	2.44092e-13
9.32e+11	1.7681e-13
9.34e+11	1.33303e-13
9.36e+11	2.13156e-13
9.38e+11	2.10223e-13
9.4e+11	3.09381e-13
9.42e+11	2.55873e-13
9.44e+11	9.31787e-14
9.46e+11	2.08878e-15
9.48e+11	1.22646e-14
9.5e+11	1.73088e-13
9.52e+11	1.89387e-13
9.54e+11	7.78914e-14
9.56e+11	4.14973e-14
9.58e+11	2.22594e-13
9.6e+11	3.43969e-13
9.62e+11	1.72186e-13
9.64e+11	9.7614e-14
9.66e+11	2.32783e-13
9.68e+11	3.1809e-13
9.7e+11	4.31918e-13
9.72e+11	4.37926e-13
9.74e+11	4.76088e-13
9.76e+11	5.5912e-13
9.78e+11	7.21022e-13
9.8e+11	1.09575e-12
9.82e+11	1.65417e-12
9.84e+11	2.14755e-12
9.86e+11	4.45778e-12
9.88e+11	5.86789e-12
9.9e+11	3.99673e-12
9.92e+11	3.10084e-12
9.94e+11	2.91532e-12
9.96e+11	2.22198e-12
9.98e+11	1.72463e-12
1e+12	1.58004e-12
1.002e+12	1.0212e-12
1.004e+12	7.22618e-13
1.006e+12	5.67497e-13
1.008e+12	5.3644e-13
1.01e+12	1.08636e-12
1.012e+12	1.46927e-12
1.014e+12	1.62583e-12
1.016e+12	1.84019e-12
1.018e+12	1.73245e-12
1.02e+12	1.45679e-12
1.022e+12	7.5419e-13
1.024e+12	5.67219e-14
1.026e+12	4.30471e-13
1.028e+12	9.34362e-13
1.03e+12	6.28366e-13
1.032e+12	4.55327e-13
1.034e+12	1.07959e-12
1.036e+12	1.40076e-12
1.038e+12	8.06801e-13
1.04e+12	5.15683e-13
1.042e+12	7.32027e-14
1.044e+12	2.64494e-13
1.046e+12	4.72366e-13
